,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
26215,60568,223763,779107668267036672,arcatierraint,"ONG Arca Tierra educamos, innovamos y asesoramos para Salvar la Tierra 
NGO educates, innovates and advises to Save the Earth!",Chile,934,129,3442,2016-09-22 23:58:38,1575588385149792258,2022-09-29 20:48:38,0,@EuromaidanPress #Putin continues to kill civilians in #Ukraine We are still waiting for an arrest warrant against #Putin according to the convention against genocide and the Rome Statute @IntlCrimCourt,"[{'text': 'Putin', 'indices': [17, 23]}, {'text': 'Ukraine', 'indices': [55, 63]}, {'text': 'Putin', 'indices': [115, 121]}]",en,,0,False,0,0,,1575410301817741312,2595088842,EuromaidanPress,False,0,0,,2022-09-30 01:12:40.937411,0.208,0.792,0.0,-0.7964
23803,55002,218197,1199313977332977665,BH45672951,"Disability Without Poverty Advocate 
MAID, Pro Choice, Pro Abortion, No religious affiliation","Ottawa, Canada",3341,2104,42433,2019-11-26 13:08:47,1575562594827767808,2022-09-29 19:06:09,1,Lambs to the slaughter house @RussianBlueMale #Russia https://t.co/4TRMGyMI6n,"[{'text': 'Russia', 'indices': [46, 53]}]",en,,2,False,0,0,,0,0,,True,1575418933703843840,1498973278744031232,WarMonitor3,2022-09-29 20:29:47.756158,0.0,1.0,0.0,0.0
21697,49981,213176,1249398102,alii_2229,Follow the money 🚀. #bitcoin #btc #eth.  || 𝒦𝓃𝑜𝓌𝓁𝑒𝒹𝑔𝑒 𝒾𝓈 𝒫𝑜𝓌𝑒𝓇 || Donate BTC 3HeDb2CoWE97wU3BHWgJhsWFNrhpostosC,Gothem,139,3,65,2013-03-07 15:53:59,1575542153547501568,2022-09-29 17:44:56,0,"Ukraine shares its land borders with seven neighboring countries: Poland, Slovakia, Hungary, Romania, Moldova, Russia, Belarus
#NFT #UkraineWar #HelpUkraine #Crypto #Donation","[{'text': 'NFT', 'indices': [127, 131]}, {'text': 'UkraineWar', 'indices': [132, 143]}, {'text': 'HelpUkraine', 'indices': [144, 156]}, {'text': 'Crypto', 'indices': [157, 164]}, {'text': 'Donation', 'indices': [165, 174]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 20:44:52.875407,0.0,0.901,0.099,0.296
23225,53709,216904,1497950696444141570,MikLinSwe,,,637,421,93916,2022-02-27 15:04:47,1575556911721697280,2022-09-29 18:43:34,0,"@AUinUA @oleksiireznikov @kajakallas @AmbVasyl @Hereshy1 @hey_jocelyn @Bradwave @Chainy67 Love it! 🇺🇦🇦🇺✌
#StopRussia #SlavaUkraine","[{'text': 'StopRussia', 'indices': [105, 116]}, {'text': 'SlavaUkraine', 'indices': [117, 130]}]",en,,1,False,0,0,,1575512477961289728,810774642583597056,AUinUA,False,0,0,,2022-09-29 22:30:04.818991,0.0,0.628,0.372,0.8268
3027,5597,168792,1496352048278872067,lromao_ptbr,Civil Engineer • Traveler • #SupportRussia,"Lisbon, Portugal",104,174,3372,2022-02-23 05:11:53,1575341644085329920,2022-09-29 04:28:11,1,"#Lugansk should join #Russia in 1 week, says local authority

#Europe #USA #Ukraine https://t.co/eKHL4KFp5i","[{'text': 'Lugansk', 'indices': [0, 8]}, {'text': 'Russia', 'indices': [21, 28]}, {'text': 'Europe', 'indices': [62, 69]}, {'text': 'USA', 'indices': [70, 74]}, {'text': 'Ukraine', 'indices': [75, 83]}]",en,,9,False,0,0,,0,0,,False,0,0,,2022-09-29 07:42:42.158698,0.0,0.774,0.226,0.3612
21167,48831,212026,1417463171279986689,RWezenaar,Artist & Photographer of interesting people. Specialized in Male Art. #NFT Artist. Queer. 50% of sales go back into the #NFTcommunity.,"Amsterdam, NL",3894,5221,120032,2021-07-20 12:35:39,1575538007033188353,2022-09-29 17:28:27,0,"I SUPPORT UKRAINE 🇺🇦

STOP THE WAR

#SlavaUkraini #StopRussia #StopPutin #PutinWarCriminal #NFT #NFTCommunity #LGBTQ #nftcollector #cryptoartist #NFTs #wezenaar #rickwezenaar https://t.co/iSeTWafoTk","[{'text': 'SlavaUkraini', 'indices': [36, 49]}, {'text': 'StopRussia', 'indices': [50, 61]}, {'text': 'StopPutin', 'indices': [62, 72]}, {'text': 'PutinWarCriminal', 'indices': [73, 90]}, {'text': 'NFT', 'indices': [91, 95]}, {'text': 'NFTCommunity', 'indices': [96, 109]}, {'text': 'LGBTQ', 'indices': [110, 116]}, {'text': 'nftcollector', 'indices': [117, 130]}, {'text': 'cryptoartist', 'indices': [131, 144]}, {'text': 'NFTs', 'indices': [145, 150]}, {'text': 'wezenaar', 'indices': [151, 160]}, {'text': 'rickwezenaar', 'indices': [161, 174]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 20:59:57.307862,0.27,0.607,0.123,-0.6289
26631,61494,224689,308930019,twelveo8,Rockape,Pearl City,747,99,5889,2011-06-01 07:19:37,1575593901179559938,2022-09-29 21:10:33,0,"@Sprinter88000 How is starts...
How it ends...
🔱🇺🇦✌
#NAFOfellas 
#NAFO 
#Russia https://t.co/neJiQwV6Mx","[{'text': 'NAFOfellas', 'indices': [52, 63]}, {'text': 'NAFO', 'indices': [65, 70]}, {'text': 'Russia', 'indices': [72, 79]}]",en,,7,False,0,0,,1575586246826434560,1567443459077816320,Sprinter88000,False,0,0,,2022-09-29 23:29:40.422722,0.0,0.814,0.186,0.4939
19523,44958,208153,1494490588183506961,JamesHogaboam,"Class War Veteran, Dutch/Polish/Ukrainian-Canadian, artist, 
-In a time of deceit telling the truth is a revolutionary act -",Deep in the bush in Canada ,323,293,4832,2022-02-18 01:55:11,1575523296086577152,2022-09-29 16:30:00,0,"@vidnik2 It's hard to have a debate with someone how is not educated on the history of #Ukraine The conflict between East and West is 900+ years old and goes back to the split in the Orthodox Church in the 12th century. West Ukraine Catholic, East Orthodox. They don't like each other.","[{'text': 'Ukraine', 'indices': [87, 95]}]",en,,0,False,0,0,,1575460756061134848,788106466641190912,vidnik2,False,0,0,,2022-09-29 18:14:08.494829,0.106,0.894,0.0,-0.5873
18053,41834,205029,44162644,explorethedc,Engaging curious minds to fuel the future!,"Murfreesboro, TN",765,1359,1667,2009-06-02 17:31:03,1575508547361816577,2022-09-29 15:31:23,0,"We’re so grateful to our young guests for sending messages of hope to kids in #Ukraine. We had no idea how far this card-writing campaign would go! Thanks to @NC5 for sharing our story!

@CBSMornings @CBSNews @CBSEveningNews @CBSSunday https://t.co/qJAodCJdkN","[{'text': 'Ukraine', 'indices': [78, 86]}]",en,,1,False,0,0,,0,0,,True,1575453863913594880,14838173,NC5,2022-09-29 17:29:03.192273,0.045,0.698,0.256,0.8828
15155,35332,198527,2533174796,runner2469,Hoping ETERNALLY That The 'Bad Guys' Get a #CranialRectalEctomy & Find Their Conscience.,Centered,158,166,26365,2014-05-29 18:35:28,1575480109284237313,2022-09-29 13:38:23,0,"@Angry_Staffer I wonder how much longer the Russian people are going to put up w/his 💩
Crushing Sanctions
Expulsion from G13
(G12 now)
TREMENDOUS Loss of
GLOBAL Respect
And China's lookin @
Russia Like
'Go Ahead send ALL Your men to #Ukraine we'll  watch those oil fields for you' #PutinHitler","[{'text': 'Ukraine', 'indices': [233, 241]}, {'text': 'PutinHitler', 'indices': [281, 293]}]",en,,0,False,0,0,,1575446919119343616,848148994102611968,Angry_Staffer,False,0,0,,2022-09-29 15:13:55.427116,0.098,0.808,0.094,-0.0583
7298,16490,179685,1487422174940090371,AnetteReisen,"Anette Travel Service 
2099 Pennsylvania Avenue, NW #200","Washington DC, USA",248,1445,421,2022-01-29 13:49:05,1575402771595026433,2022-09-29 08:31:04,0,"""Oh nein!"" 
#Nordstream https://t.co/oMsfE2g3wM","[{'text': 'Nordstream', 'indices': [12, 23]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-29 09:15:07.402560,0.0,1.0,0.0,0.0
14261,33195,196390,1409527777922068487,BriefEurope,"Europe Brief News offers unique analysis, daily news, commentary and news stories from Europe.",,181,233,2342,2021-06-28 15:03:16,1575471801727057920,2022-09-29 13:05:23,0,"Several European countries have earlier taken similar measure including Poland, Estonia, Latvia and Lithuania.

#RussiaInvadedUkraine #Ukraine 
https://t.co/2mduVQpVyk","[{'text': 'RussiaInvadedUkraine', 'indices': [112, 133]}, {'text': 'Ukraine', 'indices': [134, 142]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-29 15:00:38.809708,0.0,1.0,0.0,0.0
11173,25932,189127,1497630205623472135,realzaidzayn,"♦️Documenting #Russia's Invasion of #Ukraine
👉Follow for #BREAKING #NEWS around the #World and to get live updates on #World🌍affairs",,294,2409,7439,2022-02-26 17:51:35,1575442382513897472,2022-09-29 11:08:28,0,BREAKING 🇷🇺 : Russian President #Putin will hold an operational meeting with the Security Council today.,"[{'text': 'Putin', 'indices': [32, 38]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 13:57:18.909356,0.0,0.862,0.138,0.34
20972,48377,211572,18853942,ldnhal,"Asynchronous swimmer. Music, art, architecture, literature, poker, London, beer, Norwegian, part mearrasápmi and 🇫🇮, computing, agility, gamer, green&liberal",north pole,1322,343,30101,2009-01-11 01:54:54,1575536337301737496,2022-09-29 17:21:49,0,"well call me Sherlock, but a 4th charge has been set off today. #NordStream2 #NordStreamSabotage #Nordstream #NordStream1 #NordstreamLeaks","[{'text': 'NordStream2', 'indices': [64, 76]}, {'text': 'NordStreamSabotage', 'indices': [77, 96]}, {'text': 'Nordstream', 'indices': [97, 108]}, {'text': 'NordStream1', 'indices': [109, 121]}, {'text': 'NordstreamLeaks', 'indices': [122, 138]}]",en,,0,False,0,0,,1575179634202714112,18853942,ldnhal,False,0,0,,2022-09-29 18:15:22.483277,0.0,0.916,0.084,0.1406
14294,33286,196481,805029757205225472,evg__10,Никогда не говори никогда,Украина,29,144,1826,2016-12-03 12:43:45,1575472191449309184,2022-09-29 13:06:55,0,"Fire engines and ambulances drove towards the station.
 The authorities of Energodar denied the fire of the second power unit of the Zaporozhye NPP.
#Ukraine 
#UkraineWar 
#RussianArmy 
#Russians 
#RussiaInvadedUkraine https://t.co/69f1ngC1Pb","[{'text': 'Ukraine', 'indices': [149, 157]}, {'text': 'UkraineWar', 'indices': [159, 170]}, {'text': 'RussianArmy', 'indices': [172, 184]}, {'text': 'Russians', 'indices': [186, 195]}, {'text': 'RussiaInvadedUkraine', 'indices': [197, 218]}]",en,,1,False,0,0,,0,0,,True,1575471632877068288,805029757205225472,evg__10,2022-09-29 18:14:15.543921,0.222,0.778,0.0,-0.7717
15861,36882,200077,1018144154445144064,LGcommaI,"Professional mathematician. Doctorate in (a subarea of) mathematics from a German university.

https://t.co/pEujbP5LhU, https://t.co/7gsDAZFukR, https://t.co/fIjP2mxEDv",Germany,5856,9404,182645,2018-07-14 14:44:17,1575486629103702016,2022-09-29 14:04:18,1,"Have the #USA presented a plausible defense (w.r.t. the suspicion around the #NordStream2-sabotage) OTHER THAN the usual special pleading?
Ie., other than: 'We are the good ones, we are Germany's ally, we are a democratic state; while we do profit from it, we would never do it'?","[{'text': 'USA', 'indices': [9, 13]}, {'text': 'NordStream2', 'indices': [77, 89]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-29 14:59:14.883937,0.047,0.764,0.189,0.7757
14494,33811,197006,1499813924258127875,UkraineDispatch,"News, views and discussion forming out of the conflict in the Ukraine.
#UkraineRussianWar",,2,72,4527,2022-03-04 18:28:11,1575474234763218944,2022-09-29 13:15:03,0,Vladimir Putin's mouthpiece threatens to sabotage British undersea cables and pipes #UkraineRussianWar #UkraineUnderAttack https://t.co/zkt499W5Ep,"[{'text': 'UkraineRussianWar', 'indices': [84, 102]}, {'text': 'UkraineUnderAttack', 'indices': [103, 122]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 21:30:06.175349,0.333,0.667,0.0,-0.7184
6956,15690,178885,1497878498203119617,vinm300,,,5,25,1719,2022-02-27 10:18:35,1575399308467249152,2022-09-29 08:17:19,0,"@JamesGRickards #Nordstream 
Putin benefits in 4 ways -
a) Gas price up 20%
b) Chaos &amp; threats to baltic pipe and cyber cables
c) avoids Gazprom $100 billion liability (failure to delivery contract 'Force majeure')
d) Putin can demand sanctions to be lifted to enable Russia to repair the pipe","[{'text': 'Nordstream', 'indices': [16, 27]}]",en,,1,False,0,0,,1574947770452279296,93295809,JamesGRickards,False,0,0,,2022-09-29 09:15:12.986052,0.245,0.712,0.043,-0.8807
1353,2517,165712,779833230,edumak8,"United we stand! Proud unionist. I'm asking you to believe - not in my ability to create change, but in yours. (Barack Obama - 2017)  All views my own.",Brisbane - Jagera Country,1755,1843,71376,2012-08-25 07:58:40,1575302313430126593,2022-09-29 01:51:53,0,"#Putin propaganda &amp; total #BS...he MUST be stopped‼️ Everyday #Russians...YOU can make it happened.🙏🙏🙏🇺🇦☮️🕊️💛💙
Polls dismissed as ‘null and worthless’ as Russia prepares to annex occupied Ukraine | The New Daily https://t.co/Bex4hPtlUP","[{'text': 'Putin', 'indices': [0, 6]}, {'text': 'BS', 'indices': [30, 33]}, {'text': 'Russians', 'indices': [66, 75]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 10:43:33.449497,0.066,0.731,0.202,0.875
3124,5791,168986,1404776161406763009,ThinkingQuotes7,"Thinking Time - 365 inspiring, amusing and thought-provoking quotes for get you through the year (ISBN 9798537316305). Published Sept  2021, paperback/ebook.",Swansea,259,68,634,2021-06-15 12:32:04,1575343293482811392,2022-09-29 04:34:44,2,"""All oppression creates a state of war."" Simone de Beauvoir, French writer, feminist, activist &amp; philosopher, 1908-1986. On this day in #diverse #inspiring #Mindfulness #quote book THINKING TIME: https://t.co/VNYNgrMtUC #quotes #France #feminism #Ukraine #UkraineWar","[{'text': 'diverse', 'indices': [140, 148]}, {'text': 'inspiring', 'indices': [149, 159]}, {'text': 'Mindfulness', 'indices': [160, 172]}, {'text': 'quote', 'indices': [173, 179]}, {'text': 'quotes', 'indices': [224, 231]}, {'text': 'France', 'indices': [232, 239]}, {'text': 'feminism', 'indices': [240, 249]}, {'text': 'Ukraine', 'indices': [250, 258]}, {'text': 'UkraineWar', 'indices': [259, 270]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-29 08:43:11.917723,0.098,0.779,0.123,0.0
24555,56752,219947,79149108,BuggySwires,"An alarming number of tweets about The Archers here, mostly weekdays. I really need to get out more. incidentally Slava Ukraini!","Eastbourne , UK",1210,836,13507,2009-10-02 10:37:27,1575570155224047633,2022-09-29 19:36:12,1,"Having seen  Arthur Hughes' Richard the third at the pictures last night I was struck by this quote and thought of Putin
 ""Bloody thou art, bloody will be thy end."" 
(Duchess of York, Act 4 Scene 4) #TheArchers #Ukraine","[{'text': 'TheArchers', 'indices': [199, 210]}, {'text': 'Ukraine', 'indices': [211, 219]}]",en,,7,False,0,0,,0,0,,False,0,0,,2022-09-29 22:00:19.426943,0.178,0.822,0.0,-0.7783
23580,54504,217699,52571677,ferozwala,W pirsarwarras,E,1988,4501,236756,2009-07-01 00:18:11,1575560483574550528,2022-09-29 18:57:46,1,"#BREAKING 
US Senate approves $12 billion in new aid for Ukraine 

#AFP #US #Ukraine #RussianArmy  #Donbass https://t.co/RyZzoxT9Zr","[{'text': 'BREAKING', 'indices': [0, 9]}, {'text': 'AFP', 'indices': [67, 71]}, {'text': 'US', 'indices': [72, 75]}, {'text': 'Ukraine', 'indices': [76, 84]}, {'text': 'RussianArmy', 'indices': [85, 97]}, {'text': 'Donbass', 'indices': [99, 107]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-30 01:59:46.511824,0.0,0.856,0.144,0.4019
24967,57720,220915,1513263953907961860,swflwarrior,"Volunteers in The Ukraine War!
Currently raising funds & taking donations for Combat Medical Equipment, Armor, CBRN Gear & more! Please help us help Ukraine!",Cape Coral FL,2,548,6807,2022-04-10 21:13:50,1575574455044419586,2022-09-29 19:53:17,0,"Article Link: https://t.co/ZUezkw2oWD 
Zelenskyy addresses indigenous people of Russia: Fight so as not to die

Please Follow us to help the people of Ukraine 

#ukrainewar #ukraine #war #army #military  #specialforces #russia #nato #donetsk #soldiers #ukrainenews #odessa #ukrain","[{'text': 'ukrainewar', 'indices': [161, 172]}, {'text': 'ukraine', 'indices': [173, 181]}, {'text': 'war', 'indices': [182, 186]}, {'text': 'army', 'indices': [187, 192]}, {'text': 'military', 'indices': [193, 202]}, {'text': 'specialforces', 'indices': [204, 218]}, {'text': 'russia', 'indices': [219, 226]}, {'text': 'nato', 'indices': [227, 232]}, {'text': 'donetsk', 'indices': [233, 241]}, {'text': 'soldiers', 'indices': [242, 251]}, {'text': 'ukrainenews', 'indices': [252, 264]}, {'text': 'odessa', 'indices': [265, 272]}, {'text': 'ukrain', 'indices': [273, 280]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-30 01:59:44.006366,0.183,0.691,0.126,-0.3851
29211,66801,229996,1366632520142315520,kl84181958,"人类的事业就是赋予受害者权力，
虐待别人多久的 就要被虐待多久。
现在 过轻的刑罚 和 对经济数据的追求，大家都是猪。
CCP≠Chinese",,147,26,2934,2021-03-02 06:12:48,1575634656992538624,2022-09-29 23:52:30,1,"https://t.co/R0GYAE6QoM
#Iran #Medvedev #Europe #Serbia  #Lyman #Bakhmut #Biden #Ukraine #Iran #Russia

#AliKhamenei will most likely be announced dead in the next 48 hours due to the surgical failure. 
The last theocratic symbol in the world is going to vanish！
------NFSC","[{'text': 'Iran', 'indices': [24, 29]}, {'text': 'Medvedev', 'indices': [30, 39]}, {'text': 'Europe', 'indices': [40, 47]}, {'text': 'Serbia', 'indices': [48, 55]}, {'text': 'Lyman', 'indices': [57, 63]}, {'text': 'Bakhmut', 'indices': [64, 72]}, {'text': 'Biden', 'indices': [73, 79]}, {'text': 'Ukraine', 'indices': [80, 88]}, {'text': 'Iran', 'indices': [89, 94]}, {'text': 'Russia', 'indices': [95, 102]}, {'text': 'AliKhamenei', 'indices': [104, 116]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-30 02:27:44.754281,0.167,0.833,0.0,-0.8225
5851,12922,176117,1522975092359184385,sure_odds11,We specialize in sales of fixed match 100% sure matches available at affordable prices message our admin for more info,"Lagos, Nigeria",4110,3797,25173,2022-05-07 16:22:29,1575387022679838720,2022-09-29 07:28:30,1,"GOOD MORNING TO ALL OUR OLD AND NEW SUBSCRIBERSHERE IS ANOTHER FRESH DAY OF OPPORTUNITY TO CHANGE YOUR LIVES WITH OUR FIXED MATCHES MORE WINNINGS TO BE RECORDED HERE
#Argentina #Kiki #Morata #Badoo #Maguire #Oliseh #Mikel #Logan #Overwatch2 #Deadpool #NordStream2 #LionelMessi","[{'text': 'Argentina', 'indices': [166, 176]}, {'text': 'Kiki', 'indices': [177, 182]}, {'text': 'Morata', 'indices': [183, 190]}, {'text': 'Badoo', 'indices': [191, 197]}, {'text': 'Maguire', 'indices': [198, 206]}, {'text': 'Oliseh', 'indices': [207, 214]}, {'text': 'Mikel', 'indices': [215, 221]}, {'text': 'Logan', 'indices': [222, 228]}, {'text': 'Overwatch2', 'indices': [229, 240]}, {'text': 'Deadpool', 'indices': [241, 250]}, {'text': 'NordStream2', 'indices': [251, 263]}, {'text': 'LionelMessi', 'indices': [264, 276]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-29 08:29:21.460699,0.0,0.705,0.295,0.9473
27589,63540,226735,1036635132986359808,twarcorrespond,"Reporting facts about war, conflicts and fights, including politics, geopolitics. Providing news and reliable sources. 
https://t.co/7OCXA6dqh6…",Rome,65,475,422,2018-09-03 15:20:50,1575606615864066049,2022-09-29 22:01:05,1,"🇷🇺 Putin has signed decrees recognizing the independence and sovereignty of the Kherson and Zaporizhzhia regions. This is the step before annexation.

#RussiaUkraineWar #Russian #RussianMobilization #Russia #UkraineRussiaWar #KhersonRegion #Zaporizhzhia https://t.co/Vra6hs8WD1","[{'text': 'RussiaUkraineWar', 'indices': [151, 168]}, {'text': 'Russian', 'indices': [169, 177]}, {'text': 'RussianMobilization', 'indices': [178, 198]}, {'text': 'Russia', 'indices': [199, 206]}, {'text': 'UkraineRussiaWar', 'indices': [207, 224]}, {'text': 'KhersonRegion', 'indices': [225, 239]}, {'text': 'Zaporizhzhia', 'indices': [240, 253]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-30 01:44:42.337478,0.0,1.0,0.0,0.0
26804,61877,225072,1060573081935249409,news_ntd,"Your independent voice in TV news—bringing back reliable, honest news reporting.
Newsletter sign up: https://t.co/EdFTh3R2a6
Support us: https://t.co/ZQafqa9pmm","New York, NY",41,74993,50481,2018-11-08 16:41:42,1575596283447758849,2022-09-29 21:20:01,0,"Were #NordStream #Pipelines Sabotaged?; #USEmbassy Urges Citizens to Leave #Russia  
🔥NTD Shows👉 https://t.co/J9bOE8RjUM https://t.co/f9LsQrNe1B","[{'text': 'NordStream', 'indices': [5, 16]}, {'text': 'Pipelines', 'indices': [17, 27]}, {'text': 'USEmbassy', 'indices': [40, 50]}, {'text': 'Russia', 'indices': [75, 82]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-30 00:59:50.699224,0.066,0.934,0.0,-0.0516
24328,56249,219444,1253724540276035584,VeedusM,"I do not have any other social media anywhere.
If it does not come from this account, IT IS NOT ME!",,0,17,103,2020-04-24 16:36:52,1575568131174830080,2022-09-29 19:28:09,1,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert 

After the storm hits my area, I don't need F.E.M.A telling me to wear a yellow vest to cut the pine tree in my drvway.","[{'text': 'POTUS', 'indices': [0, 6]}, {'text': 'SCOTUS', 'indices': [8, 15]}, {'text': 'GOP', 'indices': [17, 21]}, {'text': 'DNC', 'indices': [23, 27]}, {'text': 'FoxNews', 'indices': [29, 37]}, {'text': 'CNN', 'indices': [39, 43]}, {'text': 'Antifa', 'indices': [45, 52]}, {'text': 'BlackLivesMatter', 'indices': [54, 71]}, {'text': 'PONTIFEX', 'indices': [73, 82]}, {'text': 'CopelandNetwork', 'indices': [84, 100]}, {'text': 'UN', 'indices': [102, 105]}, {'text': 'NATO', 'indices': [107, 112]}, {'text': 'WSJ', 'indices': [114, 118]}, {'text': 'NYSE', 'indices': [120, 125]}, {'text': 'California', 'indices': [126, 137]}, {'text': 'RepMTG', 'indices': [139, 146]}, {'text': 'RepBoebert', 'indices': [148, 159]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-29 23:44:43.450588,0.049,0.951,0.0,-0.2732
25673,59317,222512,47198719,alelu62,Italian Journalist,Italia,534,491,11175,2009-06-14 23:00:46,1575582010806243330,2022-09-29 20:23:18,0,"The queen of #sanctions @vonderleyen - which have strengthened Russia and shut down Italian bakers, artisans and companies - when will she find solutions? Is @GiorgiaMeloni seeing @Drittorovescio_? #carobollette #gas #Putin #RussianUkrainianWar #UkraineRussianWar #EnergyPriceCap","[{'text': 'sanctions', 'indices': [13, 23]}, {'text': 'carobollette', 'indices': [198, 211]}, {'text': 'gas', 'indices': [212, 216]}, {'text': 'Putin', 'indices': [217, 223]}, {'text': 'RussianUkrainianWar', 'indices': [224, 244]}, {'text': 'UkraineRussianWar', 'indices': [245, 263]}, {'text': 'EnergyPriceCap', 'indices': [264, 279]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-30 01:59:42.782737,0.0,0.868,0.132,0.594
25804,59638,222833,82712805,PipelineandGas,Connecting you to the pipeline industry worldwide,"Houston, TX",297,27404,10415,2009-10-15 21:06:06,1575583613118136322,2022-09-29 20:29:40,0,"The Russian-owned operator of the TurkStream gas pipeline said on Thursday that the Netherlands had withdrawn its export license, but it will continue gas transportation.

#Russia #pipeline #Putin #gas

https://t.co/uWwGQVxJSW","[{'text': 'Russia', 'indices': [172, 179]}, {'text': 'pipeline', 'indices': [180, 189]}, {'text': 'Putin', 'indices': [190, 196]}, {'text': 'gas', 'indices': [197, 201]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-30 00:27:37.257319,0.0,1.0,0.0,0.0
1501,2749,165944,1593522720,labicycletta,I've been called the songbird of my generation. I'm also the smartest person in the world.,"Uranus, Solar System",239,132,1379,2013-07-14 14:44:25,1575305098124996608,2022-09-29 02:02:57,0,"@Newsweek Uhhh, if #Russia hadn't invaded #Ukraine and wasn't threatening to nuke the west, we wouldnt be having these discussions. I can't figure out if Russians actually believe the stupid things they say.","[{'text': 'Russia', 'indices': [19, 26]}, {'text': 'Ukraine', 'indices': [42, 50]}]",en,,0,False,0,0,,1575039793347559424,2884771,Newsweek,False,0,0,,2022-09-29 06:58:07.337879,0.091,0.834,0.075,-0.1591
29015,66433,229628,1252646596497436672,wRLMyxE7ZEr5CKr,"交通事故0を実現し事故で苦しむ人を無くす。
50年も続く交通戦争を終結させるのは人が車を運転しない事だ！
交通取締まりや安全啓発活動では終結せず。皆が安全と認めるINNOVATION安心して乗る自動運転車とその世界普及が交通戦争を終結させる最後の切り札だ！国 官民 企業間の垣根を越えAll WORLDでやりましょうよ！",,32,8,2633,2020-04-21 17:13:42,1575630639646224386,2022-09-29 23:36:32,0,"#Russia Soldiers, cowards #Putin Don't obey!
Throw away your weapons and go home!
And eat a hot dinner with the whole family.
Stay close to your family and lover who are worried about you.
The protagonists of Russia are you and your family. Not putin
#Ukraine #NoWar #StopWar https://t.co/Mz69Cy6JMx","[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'Putin', 'indices': [26, 32]}, {'text': 'Ukraine', 'indices': [251, 259]}, {'text': 'NoWar', 'indices': [260, 266]}, {'text': 'StopWar', 'indices': [267, 275]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-30 02:15:21.765651,0.102,0.829,0.068,-0.2225
25693,59367,222562,3309688486,RoINTEL,"#Intelligence coming from #Romania.🇹🇩
Non-stop updates about what's going on over the world. At the moment mainly focused on #Ukraine.
#OSINT #IMINT rarely",România,143,3020,11308,2015-06-05 19:01:23,1575582261432311808,2022-09-29 20:24:18,6,EU will demand the suspension of #Serbia's accession negotiations to the European Union if the country continues to refuse to join the sanctions that the European bloc imposed on #Russia for the invasion of #Ukraine https://t.co/6KPoLgfJId,"[{'text': 'Serbia', 'indices': [33, 40]}, {'text': 'Russia', 'indices': [179, 186]}, {'text': 'Ukraine', 'indices': [207, 215]}]",en,,24,False,0,0,,0,0,,False,0,0,,2022-09-29 23:29:48.791018,0.128,0.816,0.056,-0.2023
1069,2050,165245,3383116294,BrianGrNotABot,"I don't tug on Superman's cape, spit into the wind, or pull the mask off the ol Lone Ranger. Dad. USAF 46350 Vet. Troller of Trolls. #VeteransAgainstFascism",Like Chickenman I'm everywhere,694,2287,751354,2015-07-19 13:25:17,1575296929424199681,2022-09-29 01:30:30,0,"@chrislhayes says #Ukraine should quit, but wouldn't tell Bernie to do the same thing.","[{'text': 'Ukraine', 'indices': [18, 26]}]",en,,0,False,0,0,,0,4207961,chrislhayes,False,0,0,,2022-09-29 06:12:15.058505,0.0,1.0,0.0,0.0
