,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
12480,26154,26154,412474587,moveebuff1953,I am committed to support Ukraine against evil putin..Russia is a terrorist state that must be ended forever.,Planet Earth,1869,760,65528,2011-11-14 18:50:43.000000,1567878393210834947,2022-09-08 14:11:53,0,"@MID_RF @RusEmbassyKabul @RusEmbPakistan @Rusembchina @RusEmbIndia @RusEmbUSA @RussiaUN @ASEANRussia @CamboRusEmba @RussiaInUSA @USEmbRu #Russia..is great at pointing fingers at other countries...
while committing #GenocideOfUkrainians 
#RussiaIsATerroristState 
#PutinWarCriminal","[{'text': 'Russia', 'indices': [137, 144]}, {'text': 'GenocideOfUkrainians', 'indices': [214, 235]}, {'text': 'RussiaIsATerroristState', 'indices': [237, 261]}, {'text': 'PutinWarCriminal', 'indices': [263, 280]}]",en,,0,False,0,0,,1567876163795652608,255493944,MID_RF,False,0,0,,2022-09-08 20:24:32.363517,0.0,0.803,0.197,0.6597
4062,7434,7434,3534222021,newsoneplace,"https://t.co/WWMmIk3wM3 is a News Aggregator, it gathers news all around the USA and the world for you, 24/7 automatically. All news in one place.",,154,1121,1693529,2015-09-03 13:15:22.000000,1567761484712755201,2022-09-08 06:27:20,0,"(Newsmax):#Putin threatens to let #Europe 'freeze' over winter, raising risk of energy rationing : Russian President Vladimir Putin threatened Wednesday to stop all energy supplies to Europe. .. https://t.co/IN1qSrBEpU","[{'text': 'Putin', 'indices': [10, 16]}, {'text': 'Europe', 'indices': [34, 41]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 10:50:49.506696,0.265,0.59,0.145,-0.6705
3254,5578,5578,83408875,inderjeeth,"""We must build-up national defense on such unshakable foundations that never again shall we lose our freedom""",Planet Earth ,1803,829,30211,2009-10-18 17:59:35.000000,1567744166016196608,2022-09-08 05:18:31,0,"The naive, reactive leadership style of #LizTruss and her reactive,infantile support for #Zelensky could provoke some kind of limited nuclear response from #Russia. 
The welfare of planet earth should never ever be entrusted upon naive, ignorant  and misinformed leaders. https://t.co/zDLCVNOI7l","[{'text': 'LizTruss', 'indices': [40, 49]}, {'text': 'Zelensky', 'indices': [89, 98]}, {'text': 'Russia', 'indices': [156, 163]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 10:07:36.991480,0.307,0.639,0.054,-0.8653
2725,4563,4563,581782217,cliffordribner,"Clifford Ribner holds both a J.D. and an LL.M (in Tax) from New York University School of Law and graduated A.B. Magna Cum Laude, Cornell University","Tulsa, Oklahoma",18,32,5557,2012-05-16 12:13:46.000000,1567731000943296512,2022-09-08 04:26:12,1,The Despicable Bureaucrats have themselves Proven the Complete Worthlessness of Unconstitutional Government Involvement in Science #biden #corruption #covid #mandates #power https://t.co/6hgYUt0nV9,"[{'text': 'biden', 'indices': [131, 137]}, {'text': 'corruption', 'indices': [138, 149]}, {'text': 'covid', 'indices': [150, 156]}, {'text': 'mandates', 'indices': [157, 166]}, {'text': 'power', 'indices': [167, 173]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-08 09:16:43.470856,0.0,1.0,0.0,0.0
11742,24595,24595,946698502171750401,TibetPeople,"Ex @Tibetans supports Tibetan National Resistance against China’s Military Occupation. When Dalai Lama escaped into Exile, CCP’s dictator Mao said:WE LOST TIBET",,10043,14816,135967,2017-12-29 11:04:46.000000,1567869619246960640,2022-09-08 13:37:01,0,"@BAP629 We’re very eagerly waiting for #Ukrainians to win #Russian unprovoked war against #Ukraine, so please no hypocrisy support, as human level we all same, want live happily in our own Country, #NoInvasion #NoWar

#FreeUkraine #FreeCrimea #FreeTibet #China #XiJinping #Kremlin #Russia https://t.co/W6pOeG7fpd","[{'text': 'Ukrainians', 'indices': [39, 50]}, {'text': 'Russian', 'indices': [58, 66]}, {'text': 'Ukraine', 'indices': [90, 98]}, {'text': 'NoInvasion', 'indices': [198, 209]}, {'text': 'NoWar', 'indices': [210, 216]}, {'text': 'FreeUkraine', 'indices': [218, 230]}, {'text': 'FreeCrimea', 'indices': [231, 242]}, {'text': 'FreeTibet', 'indices': [243, 253]}, {'text': 'China', 'indices': [254, 260]}, {'text': 'XiJinping', 'indices': [261, 271]}, {'text': 'Kremlin', 'indices': [272, 280]}, {'text': 'Russia', 'indices': [281, 288]}]",en,,0,False,0,0,,1567864194216894464,887174838334484480,BAP629,False,0,0,,2022-09-08 16:50:53.266823,0.151,0.594,0.255,0.7138
16144,33692,33692,1502284649116180482,KramarenkoMari3,Researcher in PV technology ☀️ 🇺🇦🇪🇸 #StandWithUkraine #UkraineWillWin   #StopRussianAgression #SaveUkraine 💙💛,,146,2431,3355,2022-03-11 14:06:15.000000,1567919765515108356,2022-09-08 16:56:17,31,Ukrainians greet UAF on a newly liberated territory 💙💛 priceless ❤️ #Ukraine #UkraineWillWin #StandWithUkraine️ https://t.co/j8jEqrV8lJ,"[{'text': 'Ukraine', 'indices': [68, 76]}, {'text': 'UkraineWillWin', 'indices': [77, 92]}, {'text': 'StandWithUkraine️', 'indices': [93, 111]}]",en,,221,False,0,0,,0,0,,False,0,0,,2022-09-08 18:58:34.756815,0.0,0.599,0.401,0.8934
6195,12554,12554,576189587,derauszueri,,,11,7,1322,2012-05-10 12:26:37.000000,1567795148070813696,2022-09-08 08:41:06,0,"@JosipGale Agree. Would be wasted to send #Ukraine️ more to their zoo of weapons. They already ruined the German PZH howitzer by not maintainig properly. Understandably, if you neey Google translate to read the manuals.

#UkraineRussiaWar 

https://t.co/ImT2f79Sdo","[{'text': 'Ukraine️', 'indices': [42, 51]}, {'text': 'UkraineRussiaWar', 'indices': [221, 238]}]",en,,0,False,0,0,,1567604501275725824,1501189874661085184,JosipGale,False,0,0,,2022-09-08 15:31:56.051630,0.206,0.738,0.056,-0.7717
6286,12764,12764,1495780235257823240,_walt_1,"Meine Themen: Politik🇩🇪🇪🇺🇺🇦, Analyse, Technik, Ökologie.
Politics, Analysis, Engineering, Ecology.
My opinions.
Peace, sense and understanding!",Germany,989,120,4505,2022-02-21 15:20:13.000000,1567796753537048577,2022-09-08 08:47:28,0,"@b_shaughnessy @Dr_Arthur_P @visegrad24 #Russia 
#Bandera

The Ukrainians get bombarded by Moscow propaganda with a deformed ""Stepan Bandera""-story since 20 years.

Now Ukrainians started to find a satirical stance by adapting this Moscow propaganda for own jokes and comedy.","[{'text': 'Russia', 'indices': [40, 47]}, {'text': 'Bandera', 'indices': [49, 57]}]",en,,0,False,0,0,,1567793315373801472,385005075,b_shaughnessy,False,0,0,,2022-09-08 11:46:42.968093,0.094,0.8,0.106,0.128
2461,4067,4067,1555619598367686658,KiraWal13810301,"Animal rescuer without a filter. Don't think too hard about any response, because I won't read it anyway.",,534,143,3104,2022-08-05 18:20:15.000000,1567724304053272576,2022-09-08 03:59:35,0,Thanks #Biden and the #Democrats for destroying the housing market. https://t.co/Ut4L1dqe5G,"[{'text': 'Biden', 'indices': [7, 13]}, {'text': 'Democrats', 'indices': [22, 32]}]",en,,0,False,0,0,,0,0,,True,1567661021103357952,928519172,NewsLambert,2022-09-08 09:16:49.017930,0.232,0.581,0.187,-0.1779
19995,41764,41764,444284249,Raymond_Norman,"Smart yet Simple 
Lover of Peeps Animals Earth Nature Culture
#Books #Movies #Music #News #Sports
 🌊🏒🏈🏀⚾️🥌⛳️

The @MainChannel_ Twitter #Promotion #Network","Wisconsin & Minnesota, USA🇺🇸",43230,52847,1591962,2011-12-23 03:12:20.000000,1567968319461900291,2022-09-08 20:09:13,1,"'@ColBenjamin entertains the reader in a way that few writers can ever achieve.'

https://t.co/eAle8RtyPB

'5⭐️ -  Best air-to-air combat segments you will find anywhere'

#KindleUnlimited 
#AirForce #aviation #pilots #war #combat #Iraq #suspense #IARTG #Kindle #books #ebooks https://t.co/MoJ0EHI9js","[{'text': 'KindleUnlimited', 'indices': [172, 188]}, {'text': 'AirForce', 'indices': [190, 199]}, {'text': 'aviation', 'indices': [200, 209]}, {'text': 'pilots', 'indices': [210, 217]}, {'text': 'war', 'indices': [218, 222]}, {'text': 'combat', 'indices': [223, 230]}, {'text': 'Iraq', 'indices': [231, 236]}, {'text': 'suspense', 'indices': [237, 246]}, {'text': 'IARTG', 'indices': [247, 253]}, {'text': 'Kindle', 'indices': [254, 261]}, {'text': 'books', 'indices': [262, 268]}, {'text': 'ebooks', 'indices': [269, 276]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 00:09:46.320372,0.176,0.669,0.154,-0.0258
10130,21324,21324,1007573105609465856,slapshot19551,"From Kingston, On.; Dual Citizen, Retired Engineer, Music is in me, Musician 🎼 🎺Married - 2 daughters - 3 grandkids - 🚫No DMs🚫 Vaxed ♀️Pro Women's Rights♀️","South Carolina, USA",6826,6319,23478,2018-06-15 10:38:42.000000,1567850236936175616,2022-09-08 12:20:00,0,"@MissGizzie @Shellzie661 @smartyshar50
@PlaneJ67 @fire__girl @LennaLeprena  #EndGunViolence  #RoeVsWade
#WomensRightsAreHumanRights  #mybodymychoice
#GloryToUkraine #SlavaUkraini  
Thursday September 8th's Playlist Of Music
💙🇺🇦💛Glory To Ukraine 💛🇺🇦💙
https://t.co/8vN52cdjGG","[{'text': 'EndGunViolence', 'indices': [76, 91]}, {'text': 'RoeVsWade', 'indices': [93, 103]}, {'text': 'WomensRightsAreHumanRights', 'indices': [104, 131]}, {'text': 'mybodymychoice', 'indices': [133, 148]}, {'text': 'GloryToUkraine', 'indices': [149, 164]}, {'text': 'SlavaUkraini', 'indices': [165, 178]}]",en,,4,False,0,0,,0,43468932,MissGizzie,False,0,0,,2022-09-08 15:20:33.466419,0.0,0.87,0.13,0.6369
14539,30421,30421,1160113082607296512,BlackCo16122436,"Journalist, blogger. https://t.co/HNypzpYoCm",,1051,593,76073,2019-08-10 08:58:07.000000,1567902537700851712,2022-09-08 15:47:49,0,"@Reuters .@Reuters Joe #Biden in #Poland - 7 (bad) points and 1 good sentence! I invite to my blog!
https://t.co/CLOP4wOZZA
#Ukraina #UkraineRussianWar #Russia
#RussiaInvadedUkraine #NATO #USA #Poland #Warsaw","[{'text': 'Biden', 'indices': [23, 29]}, {'text': 'Poland', 'indices': [33, 40]}, {'text': 'Ukraina', 'indices': [124, 132]}, {'text': 'UkraineRussianWar', 'indices': [133, 151]}, {'text': 'Russia', 'indices': [152, 159]}, {'text': 'RussiaInvadedUkraine', 'indices': [160, 181]}, {'text': 'NATO', 'indices': [182, 187]}, {'text': 'USA', 'indices': [188, 192]}, {'text': 'Poland', 'indices': [193, 200]}, {'text': 'Warsaw', 'indices': [201, 208]}]",en,,0,False,0,0,,1567891077377527808,1652541,Reuters,False,0,0,,2022-09-08 20:24:21.623479,0.135,0.677,0.188,0.1984
19692,41149,41149,1462478639375667206,Russia7day,"عربي أنتمي إلى الإسلام،  والى أبناء عقيدتي،  لا أُحبُ إلا في الله،  ولا أبغضُ إلا في الله.
احترم أبناء عقيدتي، سواء إتفقت معه أو اختلفنا في الرأي",Arab state ,238,879,5175,2021-11-21 17:51:15.000000,1567964701367336960,2022-09-08 19:54:50,0,"She died before #Pope_Francis announced that #WorldWarIII had begun when the #Ukrainian army began to counterattack and put the emblem of the #cross ✝️ on its military vehicles on the first of this #September
99_96_69 جهنم وبأس المصير https://t.co/iCLgAQYQqe","[{'text': 'Pope_Francis', 'indices': [16, 29]}, {'text': 'WorldWarIII', 'indices': [45, 57]}, {'text': 'Ukrainian', 'indices': [77, 87]}, {'text': 'cross', 'indices': [142, 148]}, {'text': 'September', 'indices': [198, 208]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 01:24:45.466507,0.085,0.915,0.0,-0.5574
8413,17542,17542,1380060790108127232,MamedovGyunduz,PhD in  Law | Deputy Prosecutor General of Ukraine 2019-2021,Київ/Kyiv ,71,1926,1674,2021-04-08 07:33:17.000000,1567827587006697475,2022-09-08 10:50:00,0,"1/2 Forcible deportations of Ukrainians to #Russia and a network of ""filtration camps"" have become the main topic of the @UN SC meeting. @BWoodward_UN stressed that deportations can be used by 🇷🇺 to change the 🇺🇦 demographics, which is prohibited by #GCIV’s Art.49 and Art.147.","[{'text': 'Russia', 'indices': [43, 50]}, {'text': 'GCIV', 'indices': [250, 255]}]",en,,6,False,0,0,,0,0,,False,0,0,,2022-09-08 13:16:48.734845,0.052,0.948,0.0,-0.34
13487,28327,28327,731587580744060929,kardinal691,Trying to make Putin's bum as irritable as possible.,Putin's Large Intestine.,820,302,5976,2016-05-14 20:50:46.000000,1567890309157093377,2022-09-08 14:59:14,0,"#RUSSIA
""It might work?""

Meanwhile, a surprise happened in #Russia: St. #Petersburg deputies turned to the state fool of the IV Reich with a request to remove #Putin from office 🤡

Members of the Council of the municipality ""#Smolninskoye"" in St. #Petersburg proposed to charge https://t.co/Y14xBTdDM9","[{'text': 'RUSSIA', 'indices': [0, 7]}, {'text': 'Russia', 'indices': [60, 67]}, {'text': 'Petersburg', 'indices': [73, 84]}, {'text': 'Putin', 'indices': [160, 166]}, {'text': 'Smolninskoye', 'indices': [226, 239]}, {'text': 'Petersburg', 'indices': [248, 259]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-08 19:04:38.353254,0.058,0.9,0.042,-0.2023
6636,13590,13590,1067857808,Aryan_warlord,"#Indian National interest above religion, caste or creed ! #infrastructure ,#defence ,#renewables , #geopolitics #military 
blog at http://bengalraider.blogspot","दिल्ली वाला ,जमशेदपुर का लड़का",2846,17155,139127,2013-01-07 09:16:02.000000,1567801687628480513,2022-09-08 09:07:05,1,#Ukrainian forces capture the first #Russian ammunition depot to fall into #UkrainianArmy hands in this war near #Balakliya https://t.co/3oRQeC72Id,"[{'text': 'Ukrainian', 'indices': [0, 10]}, {'text': 'Russian', 'indices': [36, 44]}, {'text': 'UkrainianArmy', 'indices': [75, 89]}, {'text': 'Balakliya', 'indices': [113, 123]}]",en,,18,False,0,0,,0,0,,False,0,0,,2022-09-08 12:02:55.760186,0.204,0.796,0.0,-0.6833
1459,2403,2403,1520700939744825344,HuSickJin,"Hongkonger. Interested in the impact of tyranny towards the world -#Russia, #CPC #China, #Myanmar, #HongKong, #Tibet, #EastTurkestan,  #Chechen",Vladovostok,272,263,4190,2022-05-01 09:45:38.000000,1567697119850688515,2022-09-08 02:11:34,0,"@MARCOSP33345661 @CGMeifangZhang Good point. May I now add their debts $$$.

Better luck next time #CCP #China

https://t.co/FKuD5GYCEG","[{'text': 'CCP', 'indices': [99, 103]}, {'text': 'China', 'indices': [104, 110]}]",en,,0,False,0,0,,1567693029112258560,1519883572055658496,MARCOSP33345661,True,1567696528436764672,1520778780557856768,MalaysiaUyghur,2022-09-08 02:19:00.789737,0.0,0.63,0.37,0.8316
20493,42751,42751,2905465582,zuidhartoptwitt,"Crux Sancti Patri Benedicti,
CRUX SACRA SIT MIHI LUX,
nin drako sit mihi dux,
Vade retro satana,
Nuquam Suada mihi vana,
Sunt mala quae libras
Ipse venena bibas",,2828,1121,57360,2014-12-04 18:56:44.000000,1567975080998670343,2022-09-08 20:36:05,0,"@MailOnline @MeghanMcCain ""FREEMASON'S America and allies will continue in #Ukraine and taunt the Russian Federation until all Europe is in ruins, and they will have the most FUN with the destruction of our 
HOLY VATICAN CITY at the end!""
#UkraineRussiaWar","[{'text': 'Ukraine', 'indices': [75, 83]}, {'text': 'UkraineRussiaWar', 'indices': [239, 256]}]",en,,0,False,0,0,,1567974691247112192,15438913,MailOnline,False,0,0,,2022-09-09 01:39:56.924412,0.143,0.767,0.09,-0.3749
2686,4492,4492,739866916613988352,statecraftdaily,Statecraft is a digital global affairs daily that investigates the relationship between the politics of the Global South and the world at large.,"Mumbai, India",1320,20251,11301,2016-06-06 17:09:53.000000,1567730070349049857,2022-09-08 04:22:30,0,#StatecraftQuiz: Which of the following countries is building its first nuclear reactor with the help of #Russia's nuclear agency #Rosatom?,"[{'text': 'StatecraftQuiz', 'indices': [0, 15]}, {'text': 'Russia', 'indices': [105, 112]}, {'text': 'Rosatom', 'indices': [130, 138]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-08 08:46:25.769556,0.0,0.876,0.124,0.4019
742,1266,1266,1508253921021947904,StepanGronk,"Wenn es einen Gott, gibt muß er mich um Verzeihung bitten  (geschrieben auf einer Zellenwand Mauthausen)",A point in the infinite cosmos,22,597,3217,2022-03-28 01:25:53.000000,1567681588196159489,2022-09-08 01:09:51,3,"#Kharkiv Oblast.
Footage of a #Russian position taking extremely heavy #Ukrainian fire. https://t.co/4WEa0hiMBb","[{'text': 'Kharkiv', 'indices': [0, 8]}, {'text': 'Russian', 'indices': [30, 38]}, {'text': 'Ukrainian', 'indices': [71, 81]}]",en,,9,False,0,0,,0,0,,False,0,0,,2022-09-08 07:31:29.044449,0.182,0.818,0.0,-0.3947
4789,9179,9179,1356368485933342727,ConradVanH1,,Belize ,1664,278,3703,2021-02-01 22:27:24.000000,1567773609917120513,2022-09-08 07:15:31,0,"China buying LNG at discount from Russia, then selling it to Europe. Of course the people doing this rather than ending the war are unaffected by your energy bill tripling, you pay their bills via expenses. 

#Ukraine
#madness

https://t.co/N6OaAqHszQ
 https://t.co/K31U38GE09","[{'text': 'Ukraine', 'indices': [209, 217]}, {'text': 'madness', 'indices': [218, 226]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 09:11:54.724802,0.177,0.778,0.045,-0.7269
19943,41646,41646,1500397130745274369,EveninWalk,"Херсон, це Україна ✊
🇺🇦🇨🇿",,46,11,478,2022-03-06 09:05:58.000000,1567967677951377408,2022-09-08 20:06:40,0,"Bitch, you got balls Ukrainians ✊✊💪✌️🇺🇦

#ЗСУ #Zelensky #Україна #УкрТві #перемога #victory #Ukraine #StopPutinNOW https://t.co/TZChvT7ZEc","[{'text': 'ЗСУ', 'indices': [41, 45]}, {'text': 'Zelensky', 'indices': [46, 55]}, {'text': 'Україна', 'indices': [56, 64]}, {'text': 'УкрТві', 'indices': [65, 72]}, {'text': 'перемога', 'indices': [73, 82]}, {'text': 'victory', 'indices': [83, 91]}, {'text': 'Ukraine', 'indices': [92, 100]}, {'text': 'StopPutinNOW', 'indices': [101, 114]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 01:03:51.378929,0.153,0.847,0.0,-0.5859
19596,40949,40949,1452730505787551750,IdeallyaNews,"#WorldNews, compiled from public broadcasters across the world, and anonymised to reduce bias.

In combination, it presents a fairly balanced #NewsFeed",Internet,13,322,127936,2021-10-25 20:15:27.000000,1567963474306686976,2022-09-08 19:49:58,0,RECOMMENDED — Elizabeth II: Britain's longest-ruling monarch weathered war and crisis - #elizabeth_ii #monarch #world #war https://t.co/ZnISQPUlc9,"[{'text': 'elizabeth_ii', 'indices': [88, 101]}, {'text': 'monarch', 'indices': [102, 110]}, {'text': 'world', 'indices': [111, 117]}, {'text': 'war', 'indices': [118, 122]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 00:09:52.592396,0.434,0.474,0.092,-0.8851
21990,45692,45692,114287926,MiguelDante,"Grief is the price we must pay for love...
International traveller, truth-seeker & Gummy Bear connoisseur. Questions Still Remain",Lake Dreamland,5830,5412,16045,2010-02-14 21:32:25.000000,1567997755888386051,2022-09-08 22:06:11,0,"""Wave of #Poverty"" Expected to Hit #Brussels, #Belgium This #Winter Warns #Welfare Agency, as #Europe's Dire #Energy #Crisis Set to Worsen with Arrival of #Cold #Weather: https://t.co/wNZI2bHCoz #War #Russia #Putin","[{'text': 'Poverty', 'indices': [9, 17]}, {'text': 'Brussels', 'indices': [35, 44]}, {'text': 'Belgium', 'indices': [46, 54]}, {'text': 'Winter', 'indices': [60, 67]}, {'text': 'Welfare', 'indices': [74, 82]}, {'text': 'Europe', 'indices': [94, 101]}, {'text': 'Energy', 'indices': [109, 116]}, {'text': 'Crisis', 'indices': [117, 124]}, {'text': 'Cold', 'indices': [155, 160]}, {'text': 'Weather', 'indices': [161, 169]}, {'text': 'War', 'indices': [195, 199]}, {'text': 'Russia', 'indices': [200, 207]}, {'text': 'Putin', 'indices': [208, 214]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 23:13:39.533291,0.431,0.522,0.048,-0.9509
19904,41570,41570,838321345570156545,rogue_corq,"@corq's snark account. 

#cyber #linux #agitprop #cats #Україна 🤜 Bulture Brobby 🤛

🇺🇦 Currently in full #Ukraine News mode 🇺🇦

All cats retweeted.",Хай живе Україна,1906,1896,687757,2017-03-05 09:32:38.000000,1567967281808031746,2022-09-08 20:05:06,0,Zelensky: American weapons have positive effect on situation at front https://t.co/AiZivIgusP #Ukraine,"[{'text': 'Ukraine', 'indices': [94, 102]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-08 23:29:28.737636,0.176,0.606,0.218,0.1779
17105,35717,35717,1497125827196108801,vlad_parody,"Madman bully, War Criminal Elect
I also have a very small penis.
In need of some good generals
All views are views. Deal with it",Russia,184,162,2951,2022-02-25 08:26:42.000000,1567931532299354115,2022-09-08 17:43:02,0,"#QueenElizabeth friends in #Ukraine. Sad news today that HM The Queen Elizabeth has died this afternoon. It ends the longest reign of a British monarch.
@MFA_Ukraine @ZelenskaUA #QueenElizabeth","[{'text': 'QueenElizabeth', 'indices': [0, 15]}, {'text': 'Ukraine', 'indices': [27, 35]}, {'text': 'QueenElizabeth', 'indices': [178, 193]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-08 19:43:35.571833,0.193,0.718,0.089,-0.5574
8120,16885,16885,116537243,devosphoto,"If I could tell the story in words, I wouldn't need to lug around a camera. (Lewis Hine)",,247,71,817,2010-02-22 20:38:30.000000,1567823347274203136,2022-09-08 10:33:09,1,#Kherson #Kharkov #KharkivOblast #FckPutin #PutinWarCriminal #PutinWarCrimes #Orcs #SlavaUkraini #SlavaUkraine #SlavaUkrayini #Ukraine #UkrainianArmy #UkraineWarNews  #Ukraine chasing the #orcs out of Ukraine https://t.co/pcdDHJ4rnh,"[{'text': 'Kherson', 'indices': [0, 8]}, {'text': 'Kharkov', 'indices': [9, 17]}, {'text': 'KharkivOblast', 'indices': [18, 32]}, {'text': 'FckPutin', 'indices': [33, 42]}, {'text': 'PutinWarCriminal', 'indices': [43, 60]}, {'text': 'PutinWarCrimes', 'indices': [61, 76]}, {'text': 'Orcs', 'indices': [77, 82]}, {'text': 'SlavaUkraini', 'indices': [83, 96]}, {'text': 'SlavaUkraine', 'indices': [97, 110]}, {'text': 'SlavaUkrayini', 'indices': [111, 125]}, {'text': 'Ukraine', 'indices': [126, 134]}, {'text': 'UkrainianArmy', 'indices': [135, 149]}, {'text': 'UkraineWarNews', 'indices': [150, 165]}, {'text': 'Ukraine', 'indices': [167, 175]}, {'text': 'orcs', 'indices': [188, 193]}]",en,,9,False,0,0,,0,0,,False,0,0,,2022-09-08 14:35:50.585120,0.0,1.0,0.0,0.0
13389,28103,28103,1503345908016103425,GradusR,Full service of marketing & sociology surveys via the mobile application. Nation-wide surveys completed and analyzed within 48 hours!,"Kyiv, Ukraine",104,22,95,2022-03-14 12:23:46.000000,1567889019647758339,2022-09-08 14:54:06,0,"Among those who stated that they experienced a traumatic event, the majority were women, residents of Eastern Ukraine, and people who took part in hostilities (60%, 66%, and 72%, respectively).
#WarInUkraine #PTSD #research","[{'text': 'WarInUkraine', 'indices': [194, 207]}, {'text': 'PTSD', 'indices': [208, 213]}, {'text': 'research', 'indices': [214, 223]}]",en,,0,False,0,0,,1567888788659003392,1503345908016103424,GradusR,False,0,0,,2022-09-08 18:17:10.322223,0.173,0.765,0.061,-0.6597
14480,30308,30308,1376258679528419330,m_s_chapardar,"Universal justice with the advent of the Savior.
العدالة الشاملة مع قدوم المخلص
عدالت جهانی باظهورمنجی
https://t.co/FjYnbHpcKi
m.s.chapardar@gmail.com",,93,519,12565,2021-03-28 19:43:52.000000,1567901986175205376,2022-09-08 15:45:38,0,"Where is the money of the poor people of America?
A soldier who has risked his life for your nefarious purposes must rummage through the trash to survive!?
Imperialism wants people as a means to achieve its evil goals.
#Ukraine
#USA
https://t.co/FM5a13iiJW","[{'text': 'Ukraine', 'indices': [219, 227]}, {'text': 'USA', 'indices': [228, 232]}]",en,,0,False,0,0,,0,0,,True,1564495225527189504,1376258679528419328,m_s_chapardar,2022-09-08 17:28:11.200649,0.205,0.795,0.0,-0.8765
6000,12085,12085,69172612,arabnews,"The Voice of a Changing Region. Established in 1975, Arab News is the Middle East’s leading English daily. Also: @ArabNewsFR | @ArabNewsJP | @ArabNewsPK",Saudi Arabia,43,466784,297037,2009-08-27 02:15:51.000000,1567792025126273024,2022-09-08 08:28:41,1,"#BREAKING: #US Secretary of Defense says US administration approves new defense aid package for #Ukraine, will offer advanced radar systems https://t.co/A3wxS2Fskb https://t.co/oKWHpoyMD6","[{'text': 'BREAKING', 'indices': [0, 9]}, {'text': 'US', 'indices': [11, 14]}, {'text': 'Ukraine', 'indices': [96, 104]}]",en,,2,False,0,0,,1567791333867229184,69172612,arabnews,False,0,0,,2022-09-08 10:42:16.259913,0.0,0.7,0.3,0.6908
95,161,161,3346687911,DKurac,"China NEV industry open source data
NOTE:
THIS ACCOUNT FEED WILL END BY 31 DECEMBER 2022.
FOLLOW ME AT MY NEW ACCOUNT: @Moneyba42682612 (Moneyball)
THANK YOU!",,90,10597,16673,2015-06-26 17:33:01.000000,1567666140054433792,2022-09-08 00:08:28,0,"#China #NEV 2022 sales estimate: 6.62M,⬆️102% YoY
2023: 10.36M,⬆️56% YoY
#EV: 6.99M,⬆️37% YoY
#PHEV: 3.37M,⬆️120% YoY
&gt; ¥ 200K #NEV 2023 sales share: 46%,⬆️9pps YoY
(ANXIN SECURITIES) https://t.co/W8R7t07ljk","[{'text': 'China', 'indices': [0, 6]}, {'text': 'NEV', 'indices': [7, 11]}, {'text': 'EV', 'indices': [73, 76]}, {'text': 'PHEV', 'indices': [94, 99]}, {'text': 'NEV', 'indices': [130, 134]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-08 02:19:59.582672,0.0,0.875,0.125,0.6289
18371,38456,38456,881604271,naashonomics,"life is a series of now moments, code for a living, invest in #crypto #stocks , Center right on #economy liberal in values",Bengaluru,4992,4032,104723,2012-10-15 05:13:37.000000,1567948851583270912,2022-09-08 18:51:51,0,With #europe on decline not the right time for #china #india to fight both can 2x #economy in next 10 years #RussiaUkraineWar https://t.co/jKGcNdSPmT,"[{'text': 'europe', 'indices': [5, 12]}, {'text': 'china', 'indices': [47, 53]}, {'text': 'india', 'indices': [54, 60]}, {'text': 'economy', 'indices': [82, 90]}, {'text': 'RussiaUkraineWar', 'indices': [108, 125]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 00:24:38.420756,0.106,0.894,0.0,-0.3818
465,787,787,1388194266833424387,EpochTVus,"@EpochTimes streaming platform featuring exclusive programming, investigative news analysis, in-depth interviews and award-winning documentaries. Join us👇",New York,26,16606,5316,2021-04-30 18:11:28.000000,1567674792953749506,2022-09-08 00:42:51,0,"#China is fearing for its economy, but there’s still no end in sight for the country’s “zero-COVID-19” policy, with 65 million people still under full or semi-lockdown.

🔵Watch on @EpochTVus 👇 https://t.co/Q5V3oACaPS","[{'text': 'China', 'indices': [0, 6]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-08 02:19:42.116395,0.132,0.868,0.0,-0.631
