Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts
36333,877440312,galbrait_art,"🇺🇦Ukrainian artist, participant CryptoArt Ukraine community developer #NFTs #NFTCommunity #NFTfamily",Ukraine,471,1203,1022,2012-10-13 09:40:08.000000,1566866012787691522,2022-09-05 19:09:03,0,"@keeganft “Ukrainian mermaid”
1/1
0.1 $ETH

https://t.co/Hr1HHh68Ug

The mermaid is a symbol of love and the element of water
In this Illustration I use the #Ukrainian 🇺🇦 symbolism
The mermaid's earring is a golden trident,a stylized image of the word “Will” is encoded in it https://t.co/4hzi163taV","[{'text': 'Ukrainian', 'indices': [157, 167]}]",en,,0,False,0,0,,1566793216820924416,135950624,keeganft,False,0,0,,2022-09-06 01:32:21.727919
36360,877440312,galbrait_art,"🇺🇦Ukrainian artist, participant CryptoArt Ukraine community developer #NFTs #NFTCommunity #NFTfamily",Ukraine,471,1203,1022,2012-10-13 09:40:08.000000,1566866163639910404,2022-09-05 19:09:39,0,"@Artistwithwords “Ukrainian mermaid”
1/1
0.1 $ETH

The mermaid is a symbol of love and the element of water
In this Illustration I use the #Ukrainian 🇺🇦 symbolism
The mermaid's earring is a golden trident,a stylized image of the word “Will” is encoded in it https://t.co/XZcu4E2jZV","[{'text': 'Ukrainian', 'indices': [139, 149]}]",en,,0,False,0,0,,1566789319238508544,267929743,Artistwithwords,False,0,0,,2022-09-06 01:32:21.529776
36393,877440312,galbrait_art,"🇺🇦Ukrainian artist, participant CryptoArt Ukraine community developer #NFTs #NFTCommunity #NFTfamily",Ukraine,471,1203,1022,2012-10-13 09:40:08.000000,1566866308632829952,2022-09-05 19:10:13,0,"@NftComo “Ukrainian mermaid”
1/1
0.1 $ETH

The mermaid is a symbol of love and the element of water
In this Illustration I use the #Ukrainian 🇺🇦 symbolism
The mermaid's earring is a golden trident,a stylized image of the word “Will” is encoded in it https://t.co/1Grk5Ksk4n","[{'text': 'Ukrainian', 'indices': [131, 141]}]",en,,1,False,0,0,,1566784973524303872,1512153014563397632,NftComo,False,0,0,,2022-09-06 01:32:21.371737
36420,877440312,galbrait_art,"🇺🇦Ukrainian artist, participant CryptoArt Ukraine community developer #NFTs #NFTCommunity #NFTfamily",Ukraine,471,1203,1022,2012-10-13 09:40:08.000000,1566866429382737920,2022-09-05 19:10:42,0,"@HappyDino_eth “Ukrainian mermaid”
1/1
0.1 $ETH

https://t.co/Hr1HHh68Ug

The mermaid is a symbol of love and the element of water
In this Illustration I use the #Ukrainian 🇺🇦 symbolism
The mermaid's earring is a golden trident,a stylized image of the word “Will” is encoded in it https://t.co/5Wd3FDhAlA","[{'text': 'Ukrainian', 'indices': [162, 172]}]",en,,0,False,0,0,,1566829018674085888,1176108775184445440,HappyDino_eth,False,0,0,,2022-09-06 01:32:21.096047
36445,1244682614969163778,pony_sylvia,"""The whole problem with the world is that fools and fanatics are always so certain of themselves, and wiser people so full of doubts.""
- Bertrand Russell",Kyiv,221,302,25761,2020-03-30 17:47:26.000000,1566866543698493441,2022-09-05 19:11:09,0,"Another #Russian hateful #propaganda post, but I'd like to make few quotes.
The most disgusting thing in this piece is that Russia blames ""Anglo-Saxons"" for #WWII and not Nazis. CAN YOU IMAGINE THAT?

THREAD
1/4 https://t.co/TtOT0zdFe2","[{'text': 'Russian', 'indices': [8, 16]}, {'text': 'propaganda', 'indices': [25, 36]}, {'text': 'WWII', 'indices': [157, 162]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:21.047528
36449,1244682614969163778,pony_sylvia,"""The whole problem with the world is that fools and fanatics are always so certain of themselves, and wiser people so full of doubts.""
- Bertrand Russell",Kyiv,221,302,25761,2020-03-30 17:47:26.000000,1566866553156648960,2022-09-05 19:11:11,0,"source of this crар
4/4
#RussiaIsATerroristState #RussianPsychopaths #ArmUkraineNow #UkraineShouldWin #visabanforrussians https://t.co/1Qh389aFve","[{'text': 'RussiaIsATerroristState', 'indices': [24, 48]}, {'text': 'RussianPsychopaths', 'indices': [49, 68]}, {'text': 'ArmUkraineNow', 'indices': [69, 83]}, {'text': 'UkraineShouldWin', 'indices': [84, 101]}, {'text': 'visabanforrussians', 'indices': [102, 121]}]",en,,0,False,0,0,,1566866548203159552,1244682614969163776,pony_sylvia,False,0,0,,2022-09-06 01:03:51.419741
36461,1557768690011176966,UaDianaa,"Welcome to my world!🌍
З Україною в сердці 🇺🇦
хочу допомогти #теронліфанс",Ukraine,713,253,69,2022-08-11 16:40:14.000000,1566866612778672130,2022-09-05 19:11:26,1,Як я бачу себе та інших дівчат в  #сексімандей #sexymonday 🥲🥲 Хто впізнав себе?! 😃 https://t.co/mLT4cWGscM,"[{'text': 'сексімандей', 'indices': [34, 46]}, {'text': 'sexymonday', 'indices': [47, 58]}]",uk,,16,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:21.332748
36500,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,96,7053,2015-01-07 21:56:15.000000,1566866796472320001,2022-09-05 19:12:09,0,@SenWhitehouse Ukraine urgently needs 20 more #HIMARS launchers,"[{'text': 'HIMARS', 'indices': [46, 53]}]",en,,0,False,0,0,,1566790784418025472,242555999,SenWhitehouse,False,0,0,,2022-09-06 01:32:20.910637
36620,984065661671497730,mnehment,"Феміністка. Люблю гриби, природу, космічні кораблики, і ще всяке. Граюсь, читаю, малюю, займаюся дайвінгом. Біологиня з шевки. #укртві
НЕ ПИШІТЬ МЕНІ РОСІЙСЬКОЮ",Ukraine,251,825,9807,2018-04-11 13:48:31.000000,1566867405334351873,2022-09-05 19:14:35,0,@yoraqo https://t.co/yzs5KpOl8u,[],und,,1,False,0,0,,1566864971027333120,1146869445656289280,yoraqo,False,0,0,,2022-09-06 01:15:20.515579
36650,984065661671497730,mnehment,"Феміністка. Люблю гриби, природу, космічні кораблики, і ще всяке. Граюсь, читаю, малюю, займаюся дайвінгом. Біологиня з шевки. #укртві
НЕ ПИШІТЬ МЕНІ РОСІЙСЬКОЮ",Ukraine,251,825,9807,2018-04-11 13:48:31.000000,1566867551157633029,2022-09-05 19:15:09,0,"@Denia_Gar_ Розумію😩
І дякую, найкращий комплімент:3",[],uk,,3,False,0,0,,1566865975231877120,1453754154648735744,Denia_Gar_,False,0,0,,2022-09-06 01:15:20.320687
36656,1541705102574190594,ttaitake,англ тічер,Ukraine,49,50,511,2022-06-28 08:48:56.000000,1566867600608530432,2022-09-05 19:15:21,0,@_dyats Дякую ❤️,[],uk,,1,False,0,0,,1566867289886146560,1438852850466050048,_dyats,False,0,0,,2022-09-06 01:15:20.284213
36664,984065661671497730,mnehment,"Феміністка. Люблю гриби, природу, космічні кораблики, і ще всяке. Граюсь, читаю, малюю, займаюся дайвінгом. Біологиня з шевки. #укртві
НЕ ПИШІТЬ МЕНІ РОСІЙСЬКОЮ",Ukraine,251,825,9807,2018-04-11 13:48:31.000000,1566867653632954369,2022-09-05 19:15:34,0,@less_les_doutes Так і задумано😈,[],ru,,2,False,0,0,,1566866750125314048,1337531005650030592,less_les_doutes,False,0,0,,2022-09-06 01:15:20.177234
36681,2787765252,dtpkievua,"ДТП Киев Авария ФОТО ВИДЕО
https://t.co/pL0HKi1Cnx",Kiev,106,1543,46456,2014-09-03 11:29:54.000000,1566867762982551553,2022-09-05 19:16:00,0,"Только что опубликовано фото @ Kyiv, Ukraine https://t.co/iHavRqnCQ7",[],uk,"{'type': 'Point', 'coordinates': [30.52361111, 50.45]}",0,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:19.891291
36687,1317255472664248320,skorp1onchk,♏︎ ☉ | ♒︎ ☽ | ♌︎ ↑ • canadian-ukrainian living in kyiv,Ukraine,79,3,113,2020-10-17 00:06:03.000000,1566867785665466370,2022-09-05 19:16:05,0,in the mood to play lana del rey’s entire discography https://t.co/1eucvAzBwp,[],en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:19.848205
36691,1494682661675282433,depeche_rose,,Ukraine,238,24,452,2022-02-18 14:38:26.000000,1566867789134151681,2022-09-05 19:16:06,0,@norbertghofer Stop issuing visas to russians. Don’t let terrorists into your country. russians are double-talkers: they say west is evil and then they visit your country and consume all goods of Western life. The whole world feels consequences of the russian full scale invasion. #CancelRussia,"[{'text': 'CancelRussia', 'indices': [281, 294]}]",en,,0,False,0,0,,1564340415561596928,333606989,norbertghofer,False,0,0,,2022-09-06 01:15:19.806056
36804,1541705102574190594,ttaitake,англ тічер,Ukraine,49,50,511,2022-06-28 08:48:56.000000,1566868491373887489,2022-09-05 19:18:54,0,@_dyats Клоун - то я),[],ru,,0,False,0,0,,1566855783878475776,1438852850466050048,_dyats,False,0,0,,2022-09-06 01:15:19.035560
36900,1449079250280230917,skreepao,ios developer та кандидат твіттерских наук,Kyiv,13,0,65,2021-10-15 18:26:55.000000,1566869206322352130,2022-09-05 19:21:44,0,"телеграм знає, як правильно реагувати на слово «бавовна» 

поки що тільки на android, windows і mac.

телеграм молодець) 
@igorlachenkov @telegram 
#Ukrainian #Україна https://t.co/KS3I5OVXME","[{'text': 'Ukrainian', 'indices': [148, 158]}, {'text': 'Україна', 'indices': [159, 167]}]",uk,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:20.111770
36922,1563473452161413120,ArtemZhuk2,"I created a collection from NFTs. And I plan to help the Ukrainian army not just very soon, but immediately! My NFTs with the dog, which is looking for mines.",Ukraine,51,30,48,2022-08-27 10:28:31.000000,1566869347267743744,2022-09-05 19:22:18,0,"#NFTCommunity #NFTDrop #War
Today I decided to add another image with dangerous background. A GAS MASK is clearly visible ON BACKGROUND,which again reminds us, that the Russian army uses chemical weapons! 

Let's help to stop this war! 

I plain to give money to Ukrainian budget. https://t.co/tPapRf9n2d","[{'text': 'NFTCommunity', 'indices': [0, 13]}, {'text': 'NFTDrop', 'indices': [14, 22]}, {'text': 'War', 'indices': [23, 27]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 00:17:20.412531
36953,984065661671497730,mnehment,"Феміністка. Люблю гриби, природу, космічні кораблики, і ще всяке. Граюсь, читаю, малюю, займаюся дайвінгом. Біологиня з шевки. #укртві
НЕ ПИШІТЬ МЕНІ РОСІЙСЬКОЮ",Ukraine,251,825,9807,2018-04-11 13:48:31.000000,1566869551488372737,2022-09-05 19:23:06,0,"@ghostcoffee04 Ну це взаємно, гьорл https://t.co/w5CPYu92Qt",[],uk,,2,False,0,0,,1566868172946423808,1052708333889695744,ghostcoffee04,False,0,0,,2022-09-06 01:15:18.167768
37016,1485746523807920129,ArtemPalamar,СМИ,Kyiv,262,15,2323,2022-01-24 22:50:44.000000,1566870006738075652,2022-09-05 19:24:55,0,@Vetal_Vitalya @burytheminash Тому шо ти це прочитав,[],uk,,0,False,0,0,,1566868751584268288,1565090533889949696,Vetal_Vitalya,False,0,0,,2022-09-06 01:15:17.896352
37027,1541705102574190594,ttaitake,англ тічер,Ukraine,49,50,511,2022-06-28 08:48:56.000000,1566870071900880897,2022-09-05 19:25:10,0,"@88blueberry От же( 
він запам’ятав, шо я не п’ю і це озвучив, шо не хотів з пустими руками приїхати",[],uk,,1,False,0,0,,1566868533463613440,1192865740027842560,88blueberry,False,0,0,,2022-09-06 01:15:17.864994
37059,1482823700462329862,Momentslife2,"Im just fotographer from Kyiv
Trying to capture beauty around me :)",Kyiv,171,51,166,2022-01-16 21:15:34.000000,1566870282970726407,2022-09-05 19:26:01,0,"Stilllife with shadow 
 
#kyiv  #creativephotography #Україна  #warmlight
#lcnphotography  #stopwarinukraine #Crystal #Ukraine️  #sunlight #ArmUkraineNow #mobilephotography #xiaomiredminote10 #snapseed #shadow #stilllife #StopRussianAggression #StopRussiaNOW https://t.co/M9Jlq3w3eA","[{'text': 'kyiv', 'indices': [25, 30]}, {'text': 'creativephotography', 'indices': [32, 52]}, {'text': 'Україна', 'indices': [53, 61]}, {'text': 'warmlight', 'indices': [63, 73]}, {'text': 'lcnphotography', 'indices': [74, 89]}, {'text': 'stopwarinukraine', 'indices': [91, 108]}, {'text': 'Crystal', 'indices': [109, 117]}, {'text': 'Ukraine️', 'indices': [118, 127]}, {'text': 'sunlight', 'indices': [129, 138]}, {'text': 'ArmUkraineNow', 'indices': [139, 153]}, {'text': 'mobilephotography', 'indices': [154, 172]}, {'text': 'xiaomiredminote10', 'indices': [173, 191]}, {'text': 'snapseed', 'indices': [192, 201]}, {'text': 'shadow', 'indices': [202, 209]}, {'text': 'stilllife', 'indices': [210, 220]}, {'text': 'StopRussianAggression', 'indices': [221, 243]}, {'text': 'StopRussiaNOW', 'indices': [244, 258]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 01:03:37.944537
37081,984065661671497730,mnehment,"Феміністка. Люблю гриби, природу, космічні кораблики, і ще всяке. Граюсь, читаю, малюю, займаюся дайвінгом. Біологиня з шевки. #укртві
НЕ ПИШІТЬ МЕНІ РОСІЙСЬКОЮ",Ukraine,251,825,9807,2018-04-11 13:48:31.000000,1566870402500018177,2022-09-05 19:26:29,0,@nadmirno Арррр🫦,[],ru,,0,False,0,0,,1566868366601633792,1470450728065974272,nadmirno,False,0,0,,2022-09-06 01:15:17.791522
37096,984065661671497730,mnehment,"Феміністка. Люблю гриби, природу, космічні кораблики, і ще всяке. Граюсь, читаю, малюю, займаюся дайвінгом. Біологиня з шевки. #укртві
НЕ ПИШІТЬ МЕНІ РОСІЙСЬКОЮ",Ukraine,251,825,9807,2018-04-11 13:48:31.000000,1566870530124292097,2022-09-05 19:27:00,0,@pixelwitchhat Дякую😘,[],uk,,1,False,0,0,,1566868491738791936,1618396014,pixelwitchhat,False,0,0,,2022-09-06 01:15:17.749524
37128,984065661671497730,mnehment,"Феміністка. Люблю гриби, природу, космічні кораблики, і ще всяке. Граюсь, читаю, малюю, займаюся дайвінгом. Біологиня з шевки. #укртві
НЕ ПИШІТЬ МЕНІ РОСІЙСЬКОЮ",Ukraine,251,825,9807,2018-04-11 13:48:31.000000,1566870681530388481,2022-09-05 19:27:36,0,"@SIMFL_ Ох, дякую♥️ 
Персня теж дуже люблю:3",[],uk,,1,False,0,0,,1566870095951011840,1239250738326446080,SIMFL_,False,0,0,,2022-09-06 01:15:17.707717
37169,163018653,olex_scherba,26 years in 🇺🇦 diplomatic service. Ukraine’s Ambassador to Austria (2014-2021). Author of “Undiplomatic Thoughts” (2021). Currently NAK Naftogaz.,Kyiv,1038,269603,30324,2010-07-05 09:44:27.000000,1566870916436561929,2022-09-05 19:28:32,128,"Endless lists of civilians buried in collective graves in Severodonetsk…
So much for “stopping the genocide of the people of Donbas”…
For comparison, in 2021 there were only 25 civilian casualties on both sides. 

#StopRussia #StandWithUkraine https://t.co/IXrPf8xs5H","[{'text': 'StopRussia', 'indices': [214, 225]}, {'text': 'StandWithUkraine', 'indices': [226, 243]}]",en,,305,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:18.432013
37173,714542937,sakh_artem,20 y.o. | Ukrainian Fashion Photographer| #NFTartist | NFTPhotography | https://t.co/0glFsQpb0D | https://t.co/cFW3nVTJhL,Ukraine,265,96,787,2013-10-14 15:52:54.000000,1566870923365548032,2022-09-05 19:28:33,0,Pose reference🔥 https://t.co/k88Wsrrekm,[],en,,3,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:17.623078
37178,1348714168782827524,UkraineAlert,"Keeping Ukrainians safe and informed 24/7
• Full map of alerts: https://t.co/7OIvfyfUan

-

Built by Bernard Moerdler",Ukraine,4,10409,20312,2021-01-11 19:31:36.000000,1566870954667454464,2022-09-05 19:28:41,0,"Ukraine Siren Alert [05/09/2022]

22:28:35
Zaporizhzhia oblast: Zaporizhzhia oblast
Запорізька область: Запорізька область

#Ukraine - Message was generated using municipal data https://t.co/OHSxZglQZq","[{'text': 'Ukraine', 'indices': [124, 132]}]",und,,2,False,0,0,,0,0,,False,0,0,,2022-09-05 23:40:32.380885
37183,1348714168782827524,UkraineAlert,"Keeping Ukrainians safe and informed 24/7
• Full map of alerts: https://t.co/7OIvfyfUan

-

Built by Bernard Moerdler",Ukraine,4,10409,20312,2021-01-11 19:31:36.000000,1566870969473347585,2022-09-05 19:28:44,0,"All Clear! [05/09/2022]

22:28:39
Kharkiv oblast: Kharkiv oblast
Харківська область: Харківська область
Alert length: 0:28:27

#Ukraine - Message was generated using municipal data https://t.co/C3zc4dqrW1","[{'text': 'Ukraine', 'indices': [127, 135]}]",und,,1,False,0,0,,0,0,,False,0,0,,2022-09-05 23:40:32.357817
37295,205316710,hell_cool,"resting bitch face owner, amateur runner, coffee&books addict, dreamer to the bone, ISFP-T",Kyiv,159,614,2944,2010-10-20 16:06:05.000000,1566871810859307008,2022-09-05 19:32:05,0,"дві світлини, одна я, різниця у 5 місяців.

на першій я в Бухаресті через війну, в максимально тривожно-депресивному стані, через декілька тижнів після закінчення токсичних стосунків, на ненависній роботі несеться. https://t.co/4VEZ5ggvk5",[],uk,,13,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:17.560372
37307,1553346346500882433,LevshaNata,Simply honest person,Ukraine,287,102,296,2022-07-30 11:46:53.000000,1566871934264086530,2022-09-05 19:32:34,1,"Hey @BlizzardCSEU_EN any proofs except russian #Propaganda that azov are nazi?

Explain us why you make this decision? Because players from #RussiaIsATerroristState asked you? 
And you just want more money form people who support war &amp; #GenocideOfUkrainians &amp; #nuclearterrorism https://t.co/Pi1Z6GaipC","[{'text': 'Propaganda', 'indices': [47, 58]}, {'text': 'RussiaIsATerroristState', 'indices': [140, 164]}, {'text': 'GenocideOfUkrainians', 'indices': [240, 261]}, {'text': 'nuclearterrorism', 'indices': [268, 285]}]",en,,1,False,0,0,,0,0,,True,1566792097323180032,1359617172033724416,fermerzpolissia,2022-09-06 01:03:35.002488
37380,460359765,sashuxaa,"Potterhead, Gravity Fallen, Хитрая Голубика, please look after this bear",Ukraine,42,81,1886,2012-01-10 17:35:08.000000,1566872414151217157,2022-09-05 19:34:29,0,Мне нужна книга в которой главный персонаж это мужчина-✨Гарри Стайлз✨,[],ru,,0,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:17.455785
37400,463237907,amiliamp,"@ChelseaFC huge fan, coffee business adviser🇺🇦🇪🇺 ❗️❗️❗️SUPPORT UKRAINIAN ARMED FORCES👇🏻👇🏻👇🏻",Ukraine,171,277,44552,2012-01-13 21:53:32.000000,1566872519679819776,2022-09-05 19:34:54,0,Другий рік поспіль нічого не купувати з новинок Apple – то ми порозумнішали — сказав @ndr_ua.,[],uk,,3,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:17.424388
37405,460359765,sashuxaa,"Potterhead, Gravity Fallen, Хитрая Голубика, please look after this bear",Ukraine,42,81,1886,2012-01-10 17:35:08.000000,1566872548746346497,2022-09-05 19:35:01,0,У меня передоз видео с Гарри Стайлзом из тт,[],ru,,0,False,0,0,,1566872414151217152,460359765,sashuxaa,False,0,0,,2022-09-06 01:15:17.403612
37430,205316710,hell_cool,"resting bitch face owner, amateur runner, coffee&books addict, dreamer to the bone, ISFP-T",Kyiv,159,614,2944,2010-10-20 16:06:05.000000,1566872710801678338,2022-09-05 19:35:39,0,"на другій я зараз, все ще розгрібаю той стан, але вже з підтримкою близької людини, покинула кончену роботу заради кроку до здійснення мрії, попереду багато невідомих і змінних, але я впевнена, що все буде.",[],uk,,0,False,0,0,,1566871810859307008,205316710,hell_cool,False,0,0,,2022-09-06 01:15:17.361843
37475,609081171,BacaPogorzelska,"Dziennikarka, inżynier górniczy II st. Ratownicy.Pasja zwycięstwa/ Babska szychta/ Drugie życie kopalń/ Czarne złoto. Mama Zuli i Mani",Ukraine,3357,24409,177295,2012-06-15 11:14:04.000000,1566873042726305792,2022-09-05 19:36:59,0,Mój #Kijów #Ukraina 💙💛 https://t.co/CY3hnK63wB,"[{'text': 'Kijów', 'indices': [4, 10]}, {'text': 'Ukraina', 'indices': [11, 19]}]",und,,58,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:17.266794
37515,1507719893264875526,B4Ukraine,We are a coalition of Ukrainian and international civil society groups with a common purpose: to block access to financial resources enabling Russian aggression,Ukraine,166,339,684,2022-03-26 14:04:12.000000,1566873300269240322,2022-09-05 19:38:00,1,"Some 38 out of the top 50 international companies with the highest revenues in #Russia have been operating there since the start of the war on #Ukraine. In 2021, these 50 biggest international go-getters received revenue of around $119 billion in Russia.

https://t.co/Btt0RCzx3q https://t.co/tYEOIhTbwR","[{'text': 'Russia', 'indices': [79, 86]}, {'text': 'Ukraine', 'indices': [143, 151]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-06 01:17:30.162833
37550,1132393757041659909,krinzhyna,не пишіть мені р*сійською,Kyiv,100,145,4280,2019-05-25 21:11:25.000000,1566873469211525120,2022-09-05 19:38:40,0,Знайшли ідеальну шоколадку✨ https://t.co/sfmJq616Vd,[],uk,,6,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:17.087319
37551,609081171,BacaPogorzelska,"Dziennikarka, inżynier górniczy II st. Ratownicy.Pasja zwycięstwa/ Babska szychta/ Drugie życie kopalń/ Czarne złoto. Mama Zuli i Mani",Ukraine,3357,24409,177295,2012-06-15 11:14:04.000000,1566873474647441408,2022-09-05 19:38:42,0,@kadras1975 Nieeeee,[],und,,0,False,0,0,,1566873373849911296,2472115024,kadras1975,False,0,0,,2022-09-06 01:15:17.076680
37593,609081171,BacaPogorzelska,"Dziennikarka, inżynier górniczy II st. Ratownicy.Pasja zwycięstwa/ Babska szychta/ Drugie życie kopalń/ Czarne złoto. Mama Zuli i Mani",Ukraine,3357,24409,177295,2012-06-15 11:14:04.000000,1566873765153325059,2022-09-05 19:39:51,0,"@Moryc3000 Nie, to światła",[],pl,,1,False,0,0,,1566873235781783552,59779598,Moryc3000,False,0,0,,2022-09-06 01:15:17.045384
37609,1507719893264875526,B4Ukraine,We are a coalition of Ukrainian and international civil society groups with a common purpose: to block access to financial resources enabling Russian aggression,Ukraine,166,339,684,2022-03-26 14:04:12.000000,1566873834736713729,2022-09-05 19:40:07,0,"Companies from the most lucrative industries appear less inclined to pull out from #Russia. This is the case for the highest earning multinationals from the automotive sector, food and drinks, tobacco industry, retail, and electronics.

https://t.co/yWnxsG4EwZ","[{'text': 'Russia', 'indices': [83, 90]}]",en,,2,False,0,0,,1566873300269240320,1507719893264875520,B4Ukraine,False,0,0,,2022-09-06 01:17:29.831070
37638,205316710,hell_cool,"resting bitch face owner, amateur runner, coffee&books addict, dreamer to the bone, ISFP-T",Kyiv,159,614,2944,2010-10-20 16:06:05.000000,1566874068573372417,2022-09-05 19:41:03,0,"взагалі я весь вечір намагалась знайти хоч одну внятну фотографію за минулу осінь-зиму, але нєт 🤷🏼‍♀️

я постійно плакала, тривожилась, слухала, що зі мною щось не так (спойлер ні), часто не хотіла приходити додому, отримувала обесцінення в свою адресу і купу іншого лайна.",[],uk,,1,False,0,0,,1566872710801678336,205316710,hell_cool,False,0,0,,2022-09-06 01:15:16.992863
37640,1555513811695972352,BNNUkraine,"Founded by @gchahal, @BNNUkraine is part of @BNNBreaking, a global news network, providing breaking news, data modeling & research in over 200 markets.",Kyiv,14,326,633,2022-08-05 11:19:41.000000,1566874085115580416,2022-09-05 19:41:07,1,BREAKING: The authorities of #Kyiv have decided to create a municipal bank on the basis of the insolvent #BankSich. https://t.co/FkNYyrRRHp,"[{'text': 'Kyiv', 'indices': [29, 34]}, {'text': 'BankSich', 'indices': [105, 114]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 00:31:52.861405
37667,1499007542147571720,roflchatgroup,Просто група людей з України 🇺🇦,Ukraine,173,619,1714,2022-03-02 13:04:04.000000,1566874313105543175,2022-09-05 19:42:02,0,"#Ukraine #UkraineRussianWar #UkraineWar 
Attack of #Ukrainian forces. Video by UA MOD.
Note the use of #Turkey supplied ""Kirpi"" vehicles.. https://t.co/0Hl7uZtk7V","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'UkraineRussianWar', 'indices': [9, 27]}, {'text': 'UkraineWar', 'indices': [28, 39]}, {'text': 'Ukrainian', 'indices': [51, 61]}, {'text': 'Turkey', 'indices': [103, 110]}]",en,,5,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:15.674278
37674,79676305,oks_nikolaevna,👀,Ukraine,16,20,24836,2009-10-04 07:30:38.000000,1566874330734133248,2022-09-05 19:42:06,0,"Реалії 2022 року - здригатися від звуку ліфта під час повітряної тривоги (у нас коли його викликають, а вночі тиша, чутно його різке ввімкнення)",[],uk,,2,False,0,0,,0,0,,False,0,0,,2022-09-06 01:15:16.929855
37688,1348714168782827524,UkraineAlert,"Keeping Ukrainians safe and informed 24/7
• Full map of alerts: https://t.co/7OIvfyfUan

-

Built by Bernard Moerdler",Ukraine,4,10409,20312,2021-01-11 19:31:36.000000,1566874409209499648,2022-09-05 19:42:24,0,"All Clear! [05/09/2022]

22:42:19
Zaporizhzhia oblast: Zaporizhzhia oblast
Запорізька область: Запорізька область
Alert length: 0:14:06

#Ukraine - Message was generated using municipal data https://t.co/WHd2CxjieD","[{'text': 'Ukraine', 'indices': [137, 145]}]",und,,5,False,0,0,,0,0,,False,0,0,,2022-09-05 23:40:28.128133
37695,818429035378339840,hrechali,"Сонце України встає на Донбасі
 
          Ukrainian 🇺🇦",Ukraine,292,85,2249,2017-01-09 12:07:42.000000,1566874437093408768,2022-09-05 19:42:31,0,❤🇺🇦 #StandWithUkraine https://t.co/ba7LzTjTnK,"[{'text': 'StandWithUkraine', 'indices': [4, 21]}]",und,,1,False,0,0,,0,0,,True,1566873897424789504,1548666663201112064,Viktori99541433,2022-09-06 01:32:15.584255
37701,1555194591023976449,Ellie_love_life,Kyiv civilian. A little hobbit against the brutal orcs. #standwithUkraine #ThankYouFromUkraine,Kyiv,102,13,314,2022-08-04 14:11:19.000000,1566874483176120322,2022-09-05 19:42:42,0,@JosepBorrellF @Denys_Shmyhal Your support keeps our faith stronger. United we can overcome any challenge. #ThankYouFromUkraine #StandWithUkraine,"[{'text': 'ThankYouFromUkraine', 'indices': [107, 127]}, {'text': 'StandWithUkraine', 'indices': [128, 145]}]",en,,0,False,0,0,,1566682695060578304,1003895325025865728,JosepBorrellF,False,0,0,,2022-09-06 01:32:15.550861
37719,1555513811695972352,BNNUkraine,"Founded by @gchahal, @BNNUkraine is part of @BNNBreaking, a global news network, providing breaking news, data modeling & research in over 200 markets.",Kyiv,14,326,633,2022-08-05 11:19:41.000000,1566874626503741442,2022-09-05 19:43:16,1,BREAKING: #NATO member countries will supply the Ukrainian Armed Forces with winter equipment and clothing. This was decided after the request from Minister of Defense of Ukraine Oleksiy Reznikov. https://t.co/q3OVjZq0kE,"[{'text': 'NATO', 'indices': [10, 15]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-06 01:32:15.506122
37720,2966809636,ArtemiyMoroz,Ukrainian Scientist & Entrepreneur,Ukraine,182,96,7040,2015-01-07 21:56:15.000000,1566874630748618753,2022-09-05 19:43:17,0,@Isaac_Herzog @Bundeskanzler Das terroristische #Russland muss gedemÃ¼tigt werden,"[{'text': 'Russland', 'indices': [48, 57]}]",de,,0,False,0,0,,1566713084059783168,2348783658,Isaac_Herzog,False,0,0,,2022-09-06 00:31:52.808185
